656,40.46873611111111,-80.01918888888889
658,40.46885277777778,-80.01889722222222
659,40.468941666666666,-80.0187
660,40.46893055555556,-80.01849444444444
662,40.46893055555556,-80.01831944444444
665,40.46910833333334,-80.01825833333334
666,40.469188888888894,-80.01825
667,40.46920277777778,-80.01775277777777
669,40.46936111111111,-80.01744166666667
671,40.46933055555556,-80.01731944444444
672,40.46921666666667,-80.01703611111111
673,40.46867777777778,-80.01721944444445
674,40.46834166666667,-80.01839444444444
675,40.46821944444444,-80.01870833333334
676,40.46823611111111,-80.01866111111111
677,40.468222222222224,-80.01874444444444
678,40.46823055555556,-80.01875277777778
682,40.46810833333333,-80.01915833333334
683,40.46805555555556,-80.01943333333334
684,40.46826666666667,-80.01911944444444
685,40.468358333333335,-80.01924166666666
686,40.468630555555556,-80.01919444444444
687,40.468875000000004,-80.019325
688,40.468894444444445,-80.01934166666666
689,40.46897222222223,-80.01925
693,40.469591666666666,-80.01853055555556
694,40.46969166666667,-80.01857777777778
696,40.46964166666667,-80.01831944444444
698,40.47016388888889,-80.01801388888889
699,40.47018333333334,-80.01791388888888
700,40.470280555555554,-80.01254166666666
702,40.47058055555556,-80.01251111111111
703,40.471519444444446,-80.01324444444444
704,40.471536111111114,-80.01324444444444
705,40.47152777777778,-80.01318333333333
706,40.47154166666667,-80.01320555555556
707,40.47179166666667,-80.01332222222223
708,40.472294444444444,-80.01332222222223
709,40.47253333333334,-80.01367222222223
710,40.47255277777778,-80.01345
712,40.472702777777776,-80.01349722222223
713,40.472722222222224,-80.01353333333333
714,40.472633333333334,-80.01344166666667
715,40.473075,-80.01357222222222
716,40.47331666666667,-80.01361944444444
717,40.47249722222222,-80.01249722222222
718,40.47208888888889,-80.01261944444444
719,40.47203888888889,-80.01263333333333
720,40.47182777777778,-80.01271111111112
721,40.47164166666667,-80.0126638888889
722,40.47145833333334,-80.01254166666666
723,40.47051666666667,-80.01171944444444
725,40.47037777777778,-80.011575
726,40.47023888888889,-80.011825
728,40.471047222222225,-80.01126944444445
730,40.471225000000004,-80.01149722222222
732,40.471333333333334,-80.01168888888888
733,40.47199166666667,-80.011825
734,40.47225277777778,-80.01190277777778
735,40.47208333333334,-80.0122138888889
